id,latitude,longitude
34935,35.68872222,-89.96797222
34815,36.31608333,-93.20675
34816,35.60733333,-93.06644444
34817,35.606,-93.546
34974,35.27125,-91.17211111
34975,35.00488889,-91.26563889
34976,35.60658333,-92.02469444
34977,35.22347222,-92.08147222
34978,35.12880556,-92.09594444
34979,35.0755,-91.11494444
34818,36.12705556,-93.86705556
34819,36.40588889,-93.22972222
34879,36.24711111,-91.64216667
34880,36.41155556,-90.70891667
34881,35.42844444,-91.10716667
2682,36.15897222,-94.5205
2686,35.81361111,-94.03083333
2690,36.3175,-94.35194444
2692,36.10436111,-94.12102778
2693,36.09630556,-94.09863889
34882,35.971,-91.02652778
28085,34.64763889,-92.95341667
28086,35.27502778,-92.38327778
28087,34.87347222,-92.72252778
15448,35.63002778,-94.36602778
15449,35.66427778,-94.19813889
28088,34.52086111,-92.23533333
28089,34.76066667,-91.747
28090,34.54086111,-91.77188889
28091,35.365,-92.39994444
28092,34.48138889,-92.7295
28093,34.69086111,-93.05125
28094,35.3295,-92.27719444
28095,34.97411111,-91.83838889
28096,34.50977778,-92.54202778
28097,34.50363889,-92.38736111
28098,35.01513889,-91.96080556
28099,34.93163889,-92.52005556
28111,35.96277778,-94.43013889
15450,34.96277778,-94.37561111
34820,35.86125,-93.73852778
34936,35.79377778,-90.93177778
10822,33.38944444,-91.85388889
10821,33.27683333,-91.66647222
10820,33.89638889,-91.84972222
28112,35.95525,-94.34486111
10819,33.41583333,-93.03916667
43683,34.68069444,-92.99944444
43682,33.91544444,-93.16394444
43679,33.92377778,-92.15886111
43677,33.68611111,-93.16405556
43676,34.17063889,-93.62827778
10818,33.40916667,-92.725
43675,33.98258333,-92.61708333
43674,33.82444444,-92.41083333
43670,34.13302778,-93.13797222
43669,34.39386111,-92.85730556
43668,34.50519444,-93.08327778
41967,33.55066667,-93.88886111
41966,33.66694444,-94.12583333
41965,33.85491667,-94.42283333
41964,33.37077778,-93.85502778
41963,33.13288889,-94.01394444
41962,33.11108333,-93.88997222
41959,33.73288889,-94.37630556
10817,33.92361111,-92.15888889
10816,33.61055556,-92.47333333
10815,33.45747222,-92.47391667
10814,33.27444444,-91.28555556
10813,33.53638889,-91.32916667
10812,33.62836111,-92.08613889
10811,33.64333333,-91.81722222
3556,34.24138889,-91.24516667
3557,35.37525,-90.72291667
43611,35.454,-94.24072222
15456,35.3055,-94.07566667
15452,35.18327778,-94.12625
34972,35.37852778,-92.23469444
15451,35.71008333,-94.13758333
11494,36.23686111,-92.87166667
9128,35.37505556,-90.26288889
3555,34.54625,-90.62116667
34937,35.61091667,-90.08533333
34939,35.50480556,-90.41197222
34940,35.93361111,-89.90608333
31684,36.10083333,-90.54888889
31688,35.89333333,-89.90638889
31689,35.56458333,-90.82316667
31692,35.85777778,-90.21138889
31693,35.61091667,-90.08533333
23181,34.04127778,-91.24305556
31900,34.69063889,-93.94280556
31901,34.96277778,-94.37561111
31902,35.5155,-93.99808333
31903,35.60733333,-93.06644444
31904,34.97894444,-93.94516667
31905,35.606,-93.546
23182,34.76055556,-90.71305556
34973,34.66636111,-91.37352778
3499,36.11136111,-93.03208333
31906,35.49113889,-93.89222222
34993,35.02633333,-93.38886111
34994,35.22033333,-93.25569444
34995,34.82144444,-94.03402778
34996,35.82130556,-92.53052778
45506,34.09366667,-92.41025
45507,33.20019444,-92.63483333
45508,34.0835,-91.7045
34997,35.58241667,-92.30422222
34998,34.63963889,-93.35511111
34999,35.60733333,-93.06644444
35000,35.48188889,-92.39663889
31907,35.31411111,-93.35361111
31908,35.3055,-94.07566667
31909,35.64252778,-93.82408333
32060,34.43394444,-92.20063889
45509,33.91977778,-92.83963889
45510,33.11213889,-91.27580556
45511,33.46402778,-91.33572222
45512,33.00908333,-91.93197222
45513,33.96363889,-93.17527778
23183,34.46977778,-90.99102778
23184,34.56180556,-90.70477778
45505,34.04127778,-91.24305556
45504,33.73605556,-92.59205556
45503,33.94394444,-91.87277778
45502,33.97325,-92.18505556
45501,33.56922222,-92.80619444
10834,34.24138889,-91.24516667
10832,33.8825,-91.43305556
10831,33.64111111,-91.40016667
29961,34.65880556,-91.81069444
45500,33.97138889,-93.20547222
45499,33.32355556,-93.18527778
45498,33.11186111,-93.19013889
45497,33.10688889,-92.36036111
45496,33.73630556,-91.45494444
29958,35.365,-92.39991667
29956,34.79869444,-92.49794444
29955,34.62627778,-92.43480556
10830,33.09322222,-91.83294444
10829,33.53708333,-92.91280556
1695,36.29202778,-93.43586111
